id	name	bigg.reaction	ec-code	kegg.pathway	kegg.reaction	metanetx.reaction
r_2242	acyl-CoA oxidase (palmitoleoyl-CoA)		1.3.3.6	sce00071;sce01040;sce01110;sce01212;sce04146		
r_2243	acyl-CoA oxidase (cis-tetradec-7-enoyl-CoA)		1.3.3.6	sce00071;sce01040;sce01110;sce01212;sce04146		
r_2244	acyl-CoA oxidase (cis-dodec-5-enoyl-CoA)		1.3.3.6	sce00071;sce01040;sce01110;sce01212;sce04146		
r_2245	acyl-CoA oxidase (oleoyl-CoA)		1.3.3.6	sce00071;sce01040;sce01110;sce01212;sce04146		
r_2246	acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA)		1.3.3.6	sce00071;sce01040;sce01110;sce01212;sce04146		
r_2247	acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA)		1.3.3.6	sce00071;sce01040;sce01110;sce01212;sce04146		
r_2248	2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA)	ECOAH4p	1.1.1.n12;4.2.1.119		R04744	MNXR97889
r_2249	2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA)	ECOAH5p	1.1.1.n12;4.2.1.119		R04170	MNXR97890
r_2250	2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA)	ECOAH6p	1.1.1.n12;4.2.1.119		R04740	MNXR97891
r_2251	2-enoyl-CoA hydratase (3-hydroxyhexadecanoyl-CoA)	ECOAH7p	1.1.1.n12;4.2.1.119		R04738	MNXR97892
r_2252	2-enoyl-CoA hydratase (3-hydroxyoctadecanoyl-CoA)	HMR_3075	1.1.1.n12;4.2.1.119		R07760	MNXR103466
r_2253	2-enoyl-CoA hydratase (3-hydroxyhexacosanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2254	2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2255	2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2256	2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA)		1.1.1.n12;4.2.1.119			MNXR118594
r_2257	2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2258	2-enoyl-CoA hydratase (3-hydroxydocosanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2259	2-enoyl-CoA hydratase (3-hydroxytetracosanoyl-CoA)		1.1.1.n12;4.2.1.119			MNXR118009
r_2260	2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2261	2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-7-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2262	2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2263	2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2264	2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2265	2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-5-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2266	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	HACD4p	1.1.1.n12;4.2.1.119		R04743	MNXR100545
r_2267	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	HACD5p	1.1.1.n12;4.2.1.119		R04741	MNXR100546
r_2268	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	HACD7p	1.1.1.n12;4.2.1.119		R04737	MNXR100548
r_2269	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	HMR_3076	1.1.1.n12;4.2.1.119			MNXR126787
r_2270	3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2271	3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2272	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2273	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2274	3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2275	3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2276	3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2277	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2278	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-7-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2279	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2280	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2281	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2282	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA)		1.1.1.n12;4.2.1.119			
r_2283	acetyl-CoA C-acyltransferase (acetyl-CoA)	ACACT1x	2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146	R00238	MNXR95194
r_2284	acetyl-CoA C-acyltransferase (butanoyl-CoA)	ACACT2	2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2285	acetyl-CoA C-acyltransferase (hexanoyl-CoA)	ACACT3	2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2286	acetyl-CoA C-acyltransferase (stearoyl-CoA)	HMR_3073	2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2287	acetyl-CoA C-acyltransferase (icosanoyl-CoA)	HMR_3069	2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2288	acetyl-CoA C-acyltransferase (docosanoyl-CoA)	HMR_3065	2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2289	acetyl-CoA C-acyltransferase (cis-tetradec-7-enoyl-CoA)		2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2290	acetyl-CoA C-acyltransferase (cis-dodec-5-enoyl-CoA)		2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2291	acetyl-CoA C-acyltransferase (cis-dec-3-enoyl-CoA)		2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2292	acetyl-CoA C-acyltransferase (cis-hexadec-7-enoyl-CoA)		2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2293	acetyl-CoA C-acyltransferase (cis-tetradec-5-enoyl-CoA)		2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2294	acetyl-CoA C-acyltransferase (cis-dodec-3-enoyl-CoA)		2.3.1.16	sce00071;sce00280;sce01040;sce01110;sce01130;sce01212;sce04146		
r_2295	delta3,delta2-enoyl-CoA isomerase (cis-dec-3-enoyl-CoA)		5.3.3.8	sce00071;sce04146		
r_2296	delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-dodecadienoyl-CoA)		5.3.3.8	sce00071;sce04146		
r_2297	delta3,delta2-enoyl-CoA isomerase (trans-dodec-3-enoyl-CoA)	FAOXC121x	5.3.3.8	sce00071;sce04146		
r_2298	delta3,delta2-enoyl-CoA isomerase (cis-dodec-3-enoyl-CoA)		5.3.3.8	sce00071;sce04146		
r_2299	delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-tetradecadienoyl-CoA)		5.3.3.8	sce00071;sce04146		
r_2300	delta3,delta2-enoyl-CoA isomerase (trans-tetradec-3-enoyl-CoA)		5.3.3.8	sce00071;sce04146		
r_2301	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase (trans-3,cis-5-dodecadienoyl-CoA)		5.3.3.-			
r_2302	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase (trans-3,cis-5-tetradecadienoyl-CoA)		5.3.3.-			
r_2303	2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA)		1.3.1.34	sce04146		
r_2304	2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA)		1.3.1.34	sce04146		
r_2305	cis-aconitate(3-) to isocitrate	ACONTb	4.2.1.3	sce00020;sce00630;sce01110;sce01130;sce01200;sce01210;sce01230	R01900	MNXR95387
r_2308	glycerol-3-phosphate acyltransferase (16:0), ER membrane		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2309	glycerol-3-phosphate acyltransferase (16:1), ER membrane		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2310	glycerol-3-phosphate acyltransferase (18:0), ER membrane		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2311	glycerol-3-phosphate acyltransferase (18:1), ER membrane		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2312	dihydroxyacetone phosphate acyltransferase (16:0), ER membrane		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2313	dihydroxyacetone phosphate acyltransferase (16:1), ER membrane		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2314	dihydroxyacetone phosphate acyltransferase (18:0), ER membrane		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2315	dihydroxyacetone phosphate acyltransferase (18:1), ER membrane		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2316	glycerol-3-phosphate acyltransferase (16:0), lipid particle		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2317	glycerol-3-phosphate acyltransferase (16:1), lipid particle		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2318	glycerol-3-phosphate acyltransferase (18:0), lipid particle		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2319	glycerol-3-phosphate acyltransferase (18:1), lipid particle		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2320	dihydroxyacetone phosphate acyltransferase (16:0), lipid particle		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2321	dihydroxyacetone phosphate acyltransferase (16:1), lipid particle		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2322	dihydroxyacetone phosphate acyltransferase (18:0), lipid particle		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2323	dihydroxyacetone phosphate acyltransferase (18:1), lipid particle		2.3.1.15;2.3.1.42	sce00561;sce00564;sce01110		
r_2324	acyl dhap reductase (16:0), ER membrane		1.1.1.101	sce00564		
r_2325	acyl dhap reductase (16:1), ER membrane		1.1.1.101	sce00564		
r_2326	acyl dhap reductase (18:0), ER membrane		1.1.1.101	sce00564		
r_2327	acyl dhap reductase (18:1), ER membrane		1.1.1.101	sce00564		
r_2328	acyl dhap reductase (16:0), lipid particle		1.1.1.101	sce00564		
r_2329	acyl dhap reductase (16:1), lipid particle		1.1.1.101	sce00564		
r_2330	acyl dhap reductase (18:0), lipid particle		1.1.1.101	sce00564		
r_2331	acyl dhap reductase (18:1), lipid particle		1.1.1.101	sce00564		
r_2332	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-16:1), ER membrane		2.3.1.23;2.3.1.51	sce00561;sce00564;sce01110		
r_2333	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), ER membrane		2.3.1.23;2.3.1.51	sce00561;sce00564;sce01110		
r_2334	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-16:1), ER membrane		2.3.1.23;2.3.1.51	sce00561;sce00564;sce01110		
r_2335	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), ER membrane		2.3.1.23;2.3.1.51	sce00561;sce00564;sce01110		
r_2336	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-16:1), ER membrane		2.3.1.23;2.3.1.51	sce00561;sce00564;sce01110		
r_2337	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), ER membrane		2.3.1.23;2.3.1.51	sce00561;sce00564;sce01110		
r_2338	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-16:1), ER membrane		2.3.1.23;2.3.1.51	sce00561;sce00564;sce01110		
r_2339	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), ER membrane		2.3.1.23;2.3.1.51	sce00561;sce00564;sce01110		
r_2340	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), lipid particle		2.3.1.51;3.1.1.3	sce00100;sce00561;sce00564;sce01110		
r_2341	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), lipid particle		2.3.1.51;3.1.1.3	sce00100;sce00561;sce00564;sce01110		
r_2342	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), lipid particle		2.3.1.51;3.1.1.3	sce00100;sce00561;sce00564;sce01110		
r_2343	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), lipid particle		2.3.1.51;3.1.1.3	sce00100;sce00561;sce00564;sce01110		
r_2344	PA phosphatase (1-16:0, 2-16:1), ER membrane		3.1.3.4	sce00561;sce00564;sce01110		
r_2345	PA phosphatase (1-16:0, 2-18:1), ER membrane		3.1.3.4	sce00561;sce00564;sce01110		
r_2346	PA phosphatase (1-16:1, 2-16:1), ER membrane		3.1.3.4	sce00561;sce00564;sce01110		
r_2347	PA phosphatase (1-16:1, 2-18:1), ER membrane		3.1.3.4	sce00561;sce00564;sce01110		
r_2348	PA phosphatase (1-18:0, 2-16:1), ER membrane		3.1.3.4	sce00561;sce00564;sce01110		
r_2349	PA phosphatase (1-18:0, 2-18:1), ER membrane		3.1.3.4	sce00561;sce00564;sce01110		
r_2350	PA phosphatase (1-18:1, 2-16:1), ER membrane		3.1.3.4	sce00561;sce00564;sce01110		
r_2351	PA phosphatase (1-18:1, 2-18:1), ER membrane		3.1.3.4	sce00561;sce00564;sce01110		
r_2352	PA phosphatase (1-16:0, 2-16:1), vacuolar membrane		3.1.3.4;3.1.3.81	sce00561;sce00564;sce01110		
r_2353	PA phosphatase (1-16:0, 2-18:1), vacuolar membrane		3.1.3.4;3.1.3.81	sce00561;sce00564;sce01110		
r_2354	PA phosphatase (1-16:1, 2-16:1), vacuolar membrane		3.1.3.4;3.1.3.81	sce00561;sce00564;sce01110		
r_2355	PA phosphatase (1-16:1, 2-18:1), vacuolar membrane		3.1.3.4;3.1.3.81	sce00561;sce00564;sce01110		
r_2356	PA phosphatase (1-18:0, 2-16:1), vacuolar membrane		3.1.3.4;3.1.3.81	sce00561;sce00564;sce01110		
r_2357	PA phosphatase (1-18:0, 2-18:1), vacuolar membrane		3.1.3.4;3.1.3.81	sce00561;sce00564;sce01110		
r_2358	PA phosphatase (1-18:1, 2-16:1), vacuolar membrane		3.1.3.4;3.1.3.81	sce00561;sce00564;sce01110		
r_2359	PA phosphatase (1-18:1, 2-18:1), vacuolar membrane		3.1.3.4;3.1.3.81	sce00561;sce00564;sce01110		
r_2360	PA phosphatase (1-16:0, 2-16:1), Golgi membrane		3.1.3.-;3.1.3.4			
r_2361	PA phosphatase (1-16:0, 2-18:1), Golgi membrane		3.1.3.-;3.1.3.4			
r_2362	PA phosphatase (1-16:1, 2-16:1), Golgi membrane		3.1.3.-;3.1.3.4			
r_2363	PA phosphatase (1-16:1, 2-18:1), Golgi membrane		3.1.3.-;3.1.3.4			
r_2364	PA phosphatase (1-18:0, 2-16:1), Golgi membrane		3.1.3.-;3.1.3.4			
r_2365	PA phosphatase (1-18:0, 2-18:1), Golgi membrane		3.1.3.-;3.1.3.4			
r_2366	PA phosphatase (1-18:1, 2-16:1), Golgi membrane		3.1.3.-;3.1.3.4			
r_2367	PA phosphatase (1-18:1, 2-18:1), Golgi membrane		3.1.3.-;3.1.3.4			
r_2368	diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2369	diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2370	diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2371	diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2372	diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2373	diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2374	diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2375	diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2376	diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2377	diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2378	diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2379	diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2380	diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2381	diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2382	diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2383	diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2384	diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2385	diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2386	diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2387	diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2388	diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2389	diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2390	diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2391	diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2392	diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2393	diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2394	diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2395	diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2396	diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2397	diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2398	diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2399	diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane		2.3.1.20;2.3.1.22;2.3.1.26	sce00100;sce00561		
r_2400	diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2401	diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2402	diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2403	diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2404	diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2405	diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2406	diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2407	diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2408	diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2409	diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2410	diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2411	diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2412	diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2413	diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2414	diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2415	diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2416	diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2417	diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2418	diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2419	diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2420	diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2421	diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2422	diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2423	diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2424	diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2425	diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2426	diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2427	diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2428	diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2429	diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2430	diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2431	diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), lipid particle		2.3.1.20;2.3.1.22	sce00561		
r_2432	CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane		2.7.7.41	sce00564;sce01110;sce04070		
r_2433	CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane		2.7.7.41	sce00564;sce01110;sce04070		
r_2434	CDP-diacylglycerol synthase (1-18:0, 2-16:1), ER membrane		2.7.7.41	sce00564;sce01110;sce04070		
r_2435	CDP-diacylglycerol synthase (1-18:1, 2-16:1), ER membrane		2.7.7.41	sce00564;sce01110;sce04070		
r_2436	CDP-diacylglycerol synthase (1-16:0, 2-18:1), ER membrane		2.7.7.41	sce00564;sce01110;sce04070		
r_2437	CDP-diacylglycerol synthase (1-16:1, 2-18:1), ER membrane		2.7.7.41	sce00564;sce01110;sce04070		
r_2438	CDP-diacylglycerol synthase (1-18:0, 2-18:1), ER membrane		2.7.7.41	sce00564;sce01110;sce04070		
r_2439	CDP-diacylglycerol synthase (1-18:1, 2-18:1), ER membrane		2.7.7.41	sce00564;sce01110;sce04070		
r_2440	CDP-diacylglycerol synthase (1-16:0, 2-16:1), mitochondrial membrane		2.7.7.41	sce00564;sce01110;sce04070		
